productID,model,color,gpu,cpu,ram,harddisk,OS,special_features,price
1325,LENOVO IDEAPAD 14 INCHES,GRAY,"INTEGRATED, INTEL",CELERON N4020, 4 GB,64 GB,WINDOWS 11,,220.69
1326,Dell Precision 3000 15.6 Inches,Titan Gray,T550,Core i5, 16 GB,256 GB,Windows 10 Pro,Anti-glare Screen,1100.72
1327,Dell Inspiron 5620 Laptop 16 Inches,"Grey, Gray, Platinum Silver",Integrated,Core i7, 16 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,961.90
1328,acer,,Integrated,Unknown, 4 GB,,,,434.96
1329,Dell Latitude 3540 Laptop 15.6 Inches,Black,"Integrated, Intel Integrated Graphics",Core i7,32 GB,256 GB,Windows 11 Pro,,1028.99
1330,DELL PRECISION 7000 17.3 INCHES,,"RTX A1000, NVIDIA RTX A1000",CORE I7,32 GB ,512 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,3075.33
1331,Dell LATITUDE E6540 15.6 Inches,Silver,"Integrated, Integrated Graphics",Core i7,16 GB,512 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,310.98
1332,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i7,64 GB,512 GB,Windows 11 Home,Wifi & Bluetooth,1885.99
1333,Dell Latitude 7000 14 Inches,,Iris Xe Graphics,Core i7, 32 GB,512 GB,Windows 11 Pro,Anti-glare Screen,2192.13
1334,HP HP PROBOOK 13.3 INCHES,,"INTEGRATED, AMD RADEON PRO 560",2.6 GHZ,8 GB ,256 GB,WINDOWS 10 PRO,,929.00
1335,Dell G16 7620 Laptop 16 Inches,Black,"Dedicated, NVIDIA GeForce RTX 3060",Core i9, 16 GB,1000 GB,Windows 11 Home,,1799.00
1336,DELL XPS 9320 LAPTOP 13.4 INCHES,GRAY,INTEGRATED,CORE I7,16 GB,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1502.99
1337,DELL LATITUDE 5320 LAPTOP 13.3 INCHES,BLACK,INTEGRATED,CORE I5,16 GB ,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,797.99
1338,DELL ALIENWARE X14 R2 LAPTOP 14 INCHES,SILVER,NVIDIA GEFORCE RTX 4060,CORE I7,32 GB ,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,2167.89
1339,Dell Inspiron 14 Inches,,Integrated,Core i7,16 GB ,512 GB,Windows 11 Home,Fingerprint,861.48
1340,DELL ALIENWARE X14 R2 LAPTOP 14 INCHES,SILVER,NVIDIA GEFORCE RTX 4060,CORE I7,32 GB ,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,2033.26
1341,DELL ALIENWARE M18 LAPTOP 18 INCHES,BLACK,"DEDICATED, NVIDIA GEFORCE RTX 4080",CORE I9, 64 GB,1000 GB,WINDOWS 11 PRO,,2925.65
1342,DELL INSPIRON 5630 LAPTOP 16 INCHES,"GRAY, PLATINUM SILVER",INTEGRATED,CORE I7,16 GB ,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1084.99
1343,LENOVO LEGION 15.6 INCHES,SLATE GREY,UNKNOWN,CORE I7, 32 GB,,WINDOWS 10,,2499.00
1344,Lenovo Yoga 14 Inches,Dark Moss,Integrated,Intel Core i5-1135G7, 12 GB,512 GB,Windows 10 Home,Fingerprint reader,1049.00
1345,Dell Latitude 14 Inches,Gray,"Integrated, Intel Iris Xe Graphics",Intel Core i5 1145G7, 32 GB,2 TB,Windows 11 Pro,,1599.00
1346,DELL LATITUDE 7420 LAPTOP 14 INCHES,,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7 / 1.2 GHZ,16 GB,512 GB,WINDOWS 11 PRO,,879.84
1347,DELL LATITUDE 5430 LAPTOP 14 INCHES,BLACK,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I5, 16 GB,256 GB,WINDOWS 11 PRO,,956.99
1348,Lenovo Lenovo Thinkpad 14 Inches,Black,Integrated,Core i7,24 GB ,1 TB,Windows 10 Pro,"Anti-glare,Fingerprint Reader,Stereo Speakers",1599.00
1349,Dell Alienware m18 Laptop 18 Inches,Dark Metallic Moon,Nvidia GeForce RTX 4070,Core i9,32 GB,2000 GB,Windows 11 Home,Wifi & Bluetooth,2640.17
1350,ACER AN16-41-R5KC 16 INCHES,BLACK,DEDICATED,RYZEN 9, 16 GB,1 TB,WINDOWS 11 HOME,"BACKLIT KEYBOARD, MEMORY CARD SLOT",1649.99
1351,Panasonic Panasonic Toughbook 15.4 Inches,Silver/Black,Integrated,Core i5, 16 GB,480 GB,Windows 10 Pro,"Stereo,Stereo/",606.89
1352,Panasonic CF-31 MK5 13.1 Inches,Silver/Black,Integrated,Core i5 5300U,8 GB,480 GB,Windows 10,Anti-glare,552.99
1353,Dell Latitude 5420 Laptop 14 Inches,Black,Integrated,Core i5, 16 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,834.99
1354,Toughbook CF-33 MK1 12 Inches,,"Integrated, Intel HD Graphics 520",Intel Core i5,8 GB,256 GB,Windows 10 Pro,Backlit Keyboard,993.99
1355,DELL LATITUDE 3520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1038.28
1356,DELL LATITUDE 3520 LAPTOP 15.6 INCHES,,UNKNOWN,CORE I5,,512 GB,WINDOWS 10 HOME,,921.16
1357,LENOVO 16 INCHES,,"INTEGRATED, AMD RADEON 680M",UNKNOWN,16 GB,,WINDOWS 11 PRO,ANTI-GLARE,1488.64
1358,DELL LATITUDE 7330 LAPTOP 13.3 INCHES,CARBON FIBER,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7, 16 GB,512 GB,WINDOWS 11 PRO,,994.79
1359,HP OMEN 15.6 INCHES,BLACK,DEDICATED,CORE I7, 16 GB,512 GB,WINDOWS 10 HOME,ANTI-GLARE,1999.00
1360,Dell Precision 5470 Laptop 14 Inches,Silver,"Integrated, Nvidia RTX A1000",Core i7, 32 GB,2000 GB,Windows 11 Pro,,2668.91
1361,DELL LATITUDE 7420 LAPTOP 14 INCHES,,UNKNOWN,CORE I7,,256 GB,WINDOWS 10 HOME,,764.99
1362,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 32 GB,6000 GB,Windows 10 Home,Wifi & Bluetooth,1703.28
1363,ACER CHROMEBOOK 15.6 INCHES,BLACK,"INTEGRATED, INTEL HD GRAPHICS",CELERON 3205U / 1.5 GHZ, 4 GB,,CHROME OS,,93.99
1364,MSI PRESTIGE 15 A11SC-034 15.6 INCHES,CARBON GRAY,"DEDICATED, NVIDIA GEFORCE GTX 1650",CORE I7, 16 GB,,WIN 10 MULTI-LANGUAGE /FREE UPGRADE TO WIN 11,ERGONOMIC,928.68
1365,HP HP EliteBook 14 Inches,,Integrated,Core i5 / 2.4 GHz,8 GB,256 GB,Windows 10 Pro,,490.77
1366,DELL 5420 14 INCHES,BLACK,"INTEGRATED, INTEL",CORE I5,32 GB ,512 GB,WINDOWS 10 PRO,,885.12
1367,Dell Precision 3581 Laptop 15.6 Inches,Silver,Nvidia GeForce RTX A500,Core i5,16 GB,256 GB,Windows 11 Pro,Wifi & Bluetooth,1576.99
1368,Dell XPS 15.6 Inches,Platinum Silver,"Dedicated, NVIDIA GeForce RTX 3050 Ti",Intel Core i9, 32 GB,1 TB,Windows 10 Home,,2193.98
1369,ACER AN515-55-56AP 15.6 INCHES,OBSIDIAN BLACK,"DEDICATED, NVIDIA GEFORCE RTX 3050",CORE I5, 32 GB,512 GB,WINDOWS 10 HOME,,859.00
1370,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i7, 32 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,1909.99
1371,Lenovo Lenovo Thinkpad 14 Inches,Black,Integrated,Core i5, 8 GB,320 GB,Windows 10,HD Audio,138.00
1372,Dell XPS 15.6 Inches,Silver,"Integrated, Dedicated, Intel",Core i9,16 GB ,2 TB,Windows 10 Pro,,2940.99
1373,Dell Precision 5000 15.6 Inches,Aluminum Titan Gray,RTX A2000,Core i7 Family, 32 GB,512 GB,Windows 10 Pro,Anti-glare Screen,1699.95
1374,"Lenovo TP L15,W10P,I5,8GB,256GB,1YR 13 Inches",Black,Dedicated,1.2GHz Cortex A8 Processor,8 GB,,Mac OS X 10.0 Cheetah,Anti-glare,806.47
1375,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB ,2000 GB,Windows 10 Home,Wifi & Bluetooth,754.99
1376,DELL PRECISION 7750 17.3 INCHES,SILVER,INTEGRATED,CORE I7, 32 GB,1 TB,WINDOWS 10 PRO,ANTI-GLARE,1778.99
1377,DELL LATITUDE 7420 14 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I5, 16 GB,,WINDOWS 10 PRO,ANTI GLARE,792.95
1378,SAMSUNG Galaxy Book Odyssey 15.6 Inches,Mystic Black,Dedicated,Core i7,16 GB ,512 GB,Windows 11 Home,HD Audio,1320.86
1379,Dell DELL i3 16 Inches,carbon black,Integrated,Intel Core i3, 8 GB,256 GB,Windows 11,"Intel UHD Graphics with shared graphics memory, Long life battery",415.99
1380,Lenovo Lenovo Thinkpad 14 Inches,Black,Integrated,Core i5, 8 GB,256 GB,Windows 10 Pro,Spill resistant,895.30
1381,MSI Prestige 15 A10SC-010 15.6 Inches,,"Dedicated, NVIDIA GeForce GTX 1650",Intel Core i7 / 3.4, 32 GB,,Windows 10 Pro,Thin Bezel,2399.00
1382,DELL PRECISION 3581 LAPTOP 15.6 INCHES,SILVER,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7,16 GB ,512 GB,WINDOWS 11 PRO,,1462.99
1383,LPT Dell Inspiron 15.6 Inches,Mist Blue,Integrated,AMD Ryzen 7, 32 GB,1 TB,Windows 10 Home,"Anti-glare,Backlit Keyboard",1799.00
1384,Lenovo ThinkPad P1 Gen 4 16 Inches,Black,T1200,Core i7 Family,16 GB,512 GB,Windows 10 Pro,Anti-glare Screen,1960.77
1385,Lenovo ThinkPad P14s Gen 3 14 Inches,Black,T550,Core i7,16 GB,512 GB,Windows 11 Pro,Anti-glare Screen,2426.99
1386,DELL PRECISION 3480 LAPTOP 14 INCHES,SILVER,NVIDIA GEFORCE RTX A500,CORE I5,16 GB ,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1023.99
1387,MSI RAIDER GE76 17.3 INCHES,TITANIUM BLUE,DEDICATED,CORE I7 FAMILY, 64 GB,1 TB,WINDOWS 10 HOME,"HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, MEMORY CARD SLOT, NUMERIC KEYPAD",1849.00
1388,HP 16T-F100 16 Inches,Nocturne Blue,Integrated,Core i7 Family,16 GB ,2 TB,Windows 11 Pro,"Backlit Kb,Fingerprint,Pen",1899.00
1389,HP 16-F2013DX 16 INCHES,,"DEDICATED, INTEL IRIS XE GRAPHICS",INTEL CORE I7,16 GB ,512 GB,WINDOWS 11 HOME,BACKLIT KEYBOARD,1400.00
1390,HP PAVILION 15 15.6 INCHES,NATURAL SILVER,INTEGRATED,CORE I7 FAMILY,24 GB ,512 GB,WINDOWS 11 HOME,"HD AUDIO, ANTI GLARE COATING, MEMORY CARD SLOT, NUMERIC KEYPAD",989.00
1391,ASUS ProArt StudioBook 16 16 Inches,,"Dedicated, NVIDIA GeForce RTX 4070",Core i9 / 5.6 GHz, 32 GB,1 TB,Windows 11 Home,,2499.99
1392,DELL LATITUDE RUGGED 5430 LAPTOP 14 INCHES,SILVER,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7,16 GB,512 GB,WINDOWS 11 PRO,,1399.99
1393,Lenovo Ideapad 3 82H8 15.6 Inches,Arctic Grey,Integrated,Core i5 Family,8 GB,1 TB,Windows 11 Pro,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",819.00
1394,ASUS 15.6 INCHES,,INTEGRATED,CORE I3 / 3 GHZ,8 GB ,256 GB,WINDOWS 11 HOME,"FULL,NANOEDGE BEZEL",499.99
1395,HP HP CHROMEBOOK 14 INCHES,GRAY,"INTEGRATED, INTEL UHD GRAPHICS 600",CELERON N, 4 GB,64 GB,CHROME OS,,209.99
1396,Dell Latitude 5000 14 Inches,Titan Gray,Iris Xe Graphics,Core i5, 8 GB,256 GB,Windows 10 Pro,Anti-glare Screen,726.07
1397,DELL XPS 9510 LAPTOP 15.6 INCHES,PLATINUM SILVER,NVIDIA GEFORCE RTX 3050 TI,CORE I7, 16 GB,512 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,2604.98
1398,Dell XPS 13 13.3 Inches,Silver,"Dedicated, Intel HD Graphics 5500",Core i7,8 GB ,256 GB,Windows 8,,999.00
1399,Dell Latitude 5420 Laptop 14 Inches,Black,Integrated,Core i5,16 GB ,2000 GB,Windows 11 Home,Wifi & Bluetooth,1283.99
1400,LENOVO THINKPAD E570 15.6 INCHES,BLACK,INTEGRATED,CORE I5,8 GB ,256 GB,WINDOWS 10 PROFESSIONAL 64-BIT,FINGERPRINT READER,369.95
1401,DELL XPS 9520 LAPTOP 15.6 INCHES,PLATINUM SILVER,"DEDICATED, NVIDIA GEFORCE RTX 3050",CORE I7,16 GB,512 GB,WINDOWS 11 HOME,,1566.99
1402,lenovo 80mk0010us 13.3 Inches,,"Integrated, Intel HD Graphics 520",2.5 GHz,8 GB ,256 GB,Windows 10 Home 64,,1399.99
1403,Lenovo Lenovo Chromebook Duet 10.1 Inches,Ice Blue + Iron Grey,"Integrated, integreted",MediaTek Helio P60T,4 GB,64 GB,Chrome OS,,349.00
1404,Dell Latitude 5440 Laptop 14 Inches,Black,Integrated,Core i5,32 GB ,512 GB,Windows 11 Pro,Wifi & Bluetooth,1314.99
1405,LG 16Z90R-A.ADB9U1 16 INCHES,BLACK,DEDICATED,INTEL CORE I7,32 GB,2 TB,WINDOWS 11 HOME,ANTI-GLARE,1896.99
1406,DELL INSPIRON 7000 16 INCHES,PLATINUM SILVER,INTEGRATED,CORE I5 FAMILY, 16 GB,512 GB,WINDOWS 10 PRO,"FINGERPRINT READER, HD AUDIO, BACKLIT KEYBOARD, SUPPORT STYLUS, MEMORY CARD SLOT",1099.99
1407,Toughbook FZ-G1 MK5 10.1 Inches,Silver,"Integrated, Intel HD Graphics 620",Core i5, 8 GB,256,Windows 10 Pro,,1999.00
1408,SAMSUNG NP754XFG-KB1US 15.6 INCHES,SILVER,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I7, 16 GB,16 GB,WINDOWS 11 PRO,,1099.99
1409,DELL LATITUDE 5430 LAPTOP 14 INCHES,BLACK,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I5 / 3.3 GHZ,,256 GB,WINDOWS 11 PRO,,938.99
1410,DELL LATITUDE 3420 LAPTOP 14 INCHES,BLACK,INTEGRATED,CORE I7, 32 GB,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1015.99
1411,Microsoft DAG-00114 13.5 Inches,Platinum,"Integrated, Intel UHD Graphics 620",Core i5 / 1.6 GHz, 8 GB,,Windows 10 Home,,199.99
1412,Dell Latitude 3520 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,1667.99
1413,DELL LATITUDE 5520 15.6 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I7 / 3 GHZ,64 GB ,4 TB,WINDOWS 11 PRO,,2622.99
1414,Dell XPS 9510 Laptop 15.6 Inches,Platinum Silver,Nvidia GeForce RTX 3050 Ti,Core i9, 64 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,2929.35
1415,Dell Vostro 5410 Laptop 14 Inches,Black,Integrated,Core i5,8 GB,256 GB,Windows 10 Pro,Wifi & Bluetooth,696.99
1416,Dell Latitude 5420 Laptop 14 Inches,Black,Integrated,Core i5,32 GB ,1000 GB,Windows 11 Home,Wifi & Bluetooth,1267.99
1417,Lenovo Lenovo Thinkpad 14 Inches,Black,Unknown,Core i7-8650U,16 GB,,Windows 10 Pro,,1599.00
1418,Lenovo,,"Integrated, Intel HD Graphics 400",Unknown,16 GB ,,,,959.00
1419,DELL PRECISION 7780 LAPTOP 17 INCHES,SILVER,NVIDIA GEFORCE RTX 4090,CORE I9, 64 GB,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,3378.36
1420,ONN 13.3 INCHES,GREY,INTEGRATED,2.1 GHZ, 4 GB,128 GB,WINDOWS 10 S,,203.00
1421,Dell Latitude 5530 Laptop 15.6 Inches,Black,"Integrated, Intel Integrated Graphics",Core i7, 16 GB,256 GB,Windows 11 Pro,,1162.99
1422,ASUS ExperBook 14 Inches,Black,Iris Xe,Core i7, 16 GB,1 TB,Windows 10 Pro,Narrow Bezel,1299.99
1423,ASUS ASUS CHROMEBOOK CX1 15.6 INCHES,SILVER,INTEGRATED,CELERON N3350 / 2.4 GHZ,8 GB,64 GB,CHROME OS,,247.05
1424,DELL VOSTRO 3520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,16 GB,1000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,968.87
1425,Dell 3540 15.6 Inches,Black,Dedicated,Core i5 Family, 8 GB,256 GB,Windows 10 Pro,,1099.81
1426,DELL ALIENWARE X14 R2 LAPTOP 14 INCHES,SILVER,NVIDIA GEFORCE RTX 4060,CORE I7, 16 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,2104.92
1427,Dell G15 5521 15.6 Inches,Obsidian Black,Dedicated,Intel Core i9,16 GB,1 TB,Windows 11 Pro,"High Definition Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",1828.44
1428,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i5, 16 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,1770.99
1429,ASUS 14 Inches,,"Integrated, Integrated Intel® UHD 600 Graphics",Intel Core M-5Y10 Processor / 2 Hz,4 GB,128 GB,Chrome OS,Anti-glare,135.49
1430,DELL ALIENWARE M16 R1 16 INCHES,DARK METALLIC MOON,DEDICATED,CORE I7 FAMILY, 64 GB,4 TB,WINDOWS 10 HOME,"HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, MEMORY CARD SLOT",2699.00
1431,DELL DELL 3510 LAPTOP 15 INCHES,BLACK,"INTEGRATED, INTEL UHD GRAPHICS",INTEL CORE I3, 8 GB,256 GB,WINDOWS 10 PRO,,860.99
1432,Lenovo Lenovo ThinkPad 14 Inches,,"Integrated, Intel UHD Graphics 520",Core i5 Family, 8 GB,256 GB,Windows 10 Pro,Fingerprint Reader,419.00
1433,DELL INSPIRON 16 5620 16 INCHES,PLATINUM SILVER,DEDICATED,CORE I7 FAMILY, 16 GB,1 TB,WINDOWS 11 HOME,"FINGERPRINT READER, HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, MEMORY CARD SLOT",1459.00
1434,Dell Latitude 7440 2-in-1 14 Inches,Black,"Integrated, Intel Integrated Graphics",Core i7, 16 GB,512 GB,Windows 11 Home,,1577.98
1435,Dell Latitude 5320 Laptop 13.3 Inches,Black,Integrated,Core i7,16 GB ,1000 GB,Windows 11 Pro,Wifi & Bluetooth,890.99
1436,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,16 GB,1000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,619.99
1437,Lenovo,Black,Unknown,Unknown,,1.92 TB,,Portable,594.93
1438,DELL 5300 13.3 INCHES,GRAY,INTEGRATED,CORE I7 FAMILY,16 GB,256 GB,WINDOWS 10 PRO,BACKLIT KEYBOARD,1499.00
1439,DELL LATITUDE 7000 14 INCHES,CARBON BLACK,IRIS XE GRAPHICS,CORE I7, 16 GB,512 GB,WINDOWS 10 PRO,ANTI-GLARE SCREEN,1985.86
1440,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i5,32 GB,256 GB,Windows 11 Home,Wifi & Bluetooth,1725.99
1441,Lenovo Lenovo Ideapad 15.6 Inches,,Integrated,AMD Ryzen 7 / 2 GHz, 8 GB,512 MB,Windows 10,Anti-glare,599.00
1442,Dell Alienware m18 Ryzen Edition Laptop 18 Inches,Black,Nvidia GeForce RTX 4070,AMD Ryzen 7, 32 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,2200.53
1443,DELL DELL XPS 15 7590 LAPTOP 15.6 INCHES,SILVER,"DEDICATED, NVIDIA GEFORCE GTX 1650",CORE I7, 32 GB,1 TB,WINDOWS 10 PRO,,1399.95
1444,HP,,INTEGRATED,UNKNOWN, 16 GB,,WINDOWS 11 PRO,,1462.07
1445,Dell G15 15.6 Inches,Phantom Grey with speckles,Dedicated,AMD Ryzen 7,32 GB,1024 GB,Windows 10 Home,"Anti- Glare,Backlit Keyboard.tikbot",1429.99
1446,acer CB315-4HT-P8PQ 15.6 Inches,Silver,"Integrated, Intel UHD Graphics",Pentium,8 GB,64 GB,Chrome OS,,399.99
1447,LENOVO 14 INCHES,,INTEGRATED,CORE I7 / 1.7 GHZ,8 GB,512 GB,WINDOWS 11 PRO,,922.55
1448,Dell Latitude 3000 14 Inches,Apollo,"Iris Xe Graphics, Intel Iris Xe Graphics",Intel Core i5-1135G7,8 GB,256 GB,Windows 10 Pro,,836.16
1449,Lenovo ThinkPad L14 Gen 3 14 Inches,,"UHD Graphics, Intel UHD Graphics",Core i7,16 GB,256 GB,Windows 11 Pro,Anti-glare Screen,811.39
1450,LG 14T90R-K.AAB6U1 14 INCHES,BLACK,INTEGRATED,INTEL CORE I5, 16 GB,512 GB,WINDOWS 11 HOME,PEN,1299.99
1451,Dell Latitude 9000 15 Inches,Anodized Titan Gray,Iris Xe Graphics,Core i5 Family,16 GB,256 GB,Windows 10 Pro,"Corning Gorilla Glass 6, Anti-reflection, Anti-smudge",1523.03
1452,Dell Precision 7560 Laptop 15.6 Inches,Silver,Nvidia T1200,Core i7, 64 GB,2000 GB,Windows 11 Pro,Wifi & Bluetooth,2388.99
1453,DELL PRECISION 3470 LAPTOP 14 INCHES,SILVER,NVIDIA QUADRO T550,CORE I7,16 GB ,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1305.99
1454,DELL XPS 9530 LAPTOP 15.6 INCHES,PLATINUM SILVER,"DEDICATED, NVIDIA GEFORCE RTX 4070",CORE I9,32 GB,2000 GB,WINDOWS 11 HOME,,2772.99
1455,Dell XPS 9720 17 Inches,Platinum Silver,Dedicated,Core i7 Family, 64 GB,4 TB,Windows 10 Pro,"Backlit Kb,Fingerprint",3799.00
1456,DELL INSPIRON 3511 15.6 INCHES,,"INTEGRATED, INTEL UHD GRAPHICS",CORE I5 / 1 GHZ,32 GB,1 TB,WINDOWS 11 HOME,,678.08
1457,Acer CB315-3HT 15.6 Inches,Silver,Integrated,Celeron N4020,4 GB,64 GB,Chrome OS,Support Stylus,239.99
1458,DELL PRECISION 3000 14 INCHES,,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I7,16 GB,512 GB,WINDOWS 10,ANTI-GLARE SCREEN,1910.62
1459,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,8 GB,256 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,533.02
1460,DELL PRECISION 7750 LAPTOP 17.3 INCHES,SILVER,NVIDIA QUADRO RTX 3000,CORE I7,32 GB ,1000 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,1799.95
1461,Dell Alienware m18 Laptop 18 Inches,Black,Nvidia GeForce RTX 4070,Core i9,32 GB ,1000 GB,Windows 11 Home,Wifi & Bluetooth,2595.99
1462,acer SFX14-51G-71Y1 14 Inches,Green,Dedicated,Intel Core i7, 16 GB,512 GB,Windows 11 Home,Backlit Keyboard,886.37
1463,acer A514-56M-576D 14 Inches,Gray,Integrated,Core i5,8 GB ,512 GB,Windows 11 Home,Backlit Keyboard,499.99
1464,DELL LATITUDE 5440 14 INCHES,,"INTEGRATED, INTEL",CORE I7 FAMILY,32 GB ,1 TB,WINDOWS 11 PRO,"ANTI-GLARE,BACKLIT KEYBOARD",1670.17
1465,Dell XPS 15 9000 15.6 Inches,Black,GeForce RTX 4050,Core i7,16 GB,1 TB,Windows 11 Pro,"InfinityEdge, Anti-glare Screen",2022.00
1466,acer A515-57G-58R7 15.6 Inches,Gray,Dedicated,Intel Core i5, 8 GB,512 GB,Windows 11 Home,"Backlit Kb,Fingerprint Reader",879.99
1467,LENOVO IdeaPad 15.6 Inches,Grey,Integrated,Core i3,20 GB,1 TB,Windows 11 Home,Numeric Keypad,487.00
1468,Dell Latitude 5430 Laptop 14 Inches,Black,Integrated,Core i7,16 GB,256 GB,Windows 11 Pro,Wifi & Bluetooth,2316.99
1469,DELL VOSTRO 3510 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,773.99
1470,HP ZBOOK FIREFLY 14 G9 14 INCHES,,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I7,16 GB ,512 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,1681.99
1471,MSI 15.6 Inches,,Unknown,3.5 GHz,32 GB,,,,1159.99
1472,Lenovo Lenovo Flex 5 2 in 1 14 Inches,,"Integrated, Integrated AMD Radeon Graphics",Ryzen 3 4300U,4 GB ,256 GB,Windows 10,Dolby,468.00
1473,Dell Latitude 5420 14 Inches,,Integrated,Core i5 / 2.6 GHz,16 GB ,512 GB,Windows 10 Pro,Anti Glare,610.68
1474,ACER NITRO 5 AN515 15.6 INCHES,SHALE BLACK,DEDICATED,CORE I7 FAMILY,32 GB,1 TB,WINDOWS 10 PRO,"HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, NUMERIC KEYPAD",1199.00
1475,"Lenovo Lenovo Ideapad 1 (14"", intel) 14 Inches",Ice Blue,Integrated,Celeron N4020,4 GB,64 GB,Windows 11,Anti-glare Screen,195.00
1476,DELL INSPIRON 14-5406 14 INCHES,TITAN GRAY,"INTEGRATED, INTEL IRIS XE GRAPHICS",UNKNOWN, 8 GB,512 GB,WINDOWS 10,,669.00
1477,HP HP Pavilion 15T-EG300 15.6 Inches,Natural Silver,Integrated,Core i7 Family, 16 GB,512 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",1049.00
1478,DELL LATITUDE 5400 14 INCHES,BLACK,INTEGRATED,CORE I5 FAMILY, 8 GB,128 GB,CHROME OS,ANTI-GLARE,286.43
1479,DELL PRECISION 7780 LAPTOP 17 INCHES,SILVER,INTEGRATED,CORE I9,64 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,3378.36
1480,Dell Alienware m15 R3 Laptop 15.6 Inches,Dark Side of the Moon,Nvidia GeForce RTX 2070 Super,Core i7,16 GB ,512 GB,Windows 10 Home,Wifi & Bluetooth,1499.95
1481,DELL LATITUDE 5310 LAPTOP 13.3 INCHES,BLACK,INTEGRATED,CORE I7, 16 GB,1000 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,897.52
1482,Lenovo ThinkStation P348,Black,Unknown,Core i7,16 GB ,,Windows 11 Pro,,1171.31
1483,DELL INSPIRON 3511 15.6 INCHES,,"INTEGRATED, INTEL UHD GRAPHICS",CORE I5 / 1 GHZ,16 GB,1 TB,WINDOWS 10 PRO,,656.85
1484,Lenovo ThinkPad X13 Gen 3 13.3 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i7,16 GB,512 GB,Windows 11 Pro,Anti-glare Screen,1730.95
