Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7
651-96-5970,A,Yangon,Normal,Male,Fashion accessories,46.41,1
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7
702-72-0487,A,Yangon,Normal,Female,Electronic accessories,46.61,2
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1
864-24-7918,A,Yangon,Member,Female,Sports and travel,24.49,10
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.2,8
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7
759-29-9521,A,Yangon,Member,Female,Fashion accessories,48.96,9
831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories,62.18,10
565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel,64.97,5
674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1
778-34-2523,A,Yangon,Member,Female,Electronic accessories,48.62,8
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7
832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8
869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4
190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1
276-75-6884,A,Yangon,Normal,Female,Health and beauty,68.71,3
109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7
569-76-2760,A,Yangon,Member,Female,Sports and travel,22.01,4
222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9
760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3
538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10
237-44-6163,A,Yangon,Normal,Male,Electronic accessories,10.56,8
636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8
528-14-9470,A,Yangon,Member,Male,Health and beauty,91.3,1
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7
807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5
670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10
271-77-8740,C,Naypyitaw,Member,Female,Sports and travel,29.22,6
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1
860-73-6466,A,Yangon,Member,Female,Sports and travel,39.47,2
549-23-9016,C,Naypyitaw,Member,Female,Food and beverages,14.87,2
896-34-0956,A,Yangon,Normal,Male,Fashion accessories,21.32,1
804-38-3935,A,Yangon,Member,Male,Electronic accessories,93.78,3
585-90-0249,A,Yangon,Member,Male,Electronic accessories,73.26,1
862-29-5914,C,Naypyitaw,Normal,Female,Sports and travel,22.38,1
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6
843-73-4724,A,Yangon,Normal,Male,Fashion accessories,74.1,1
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7
866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10
160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9
770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4
234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3
176-78-1170,C,Naypyitaw,Member,Male,Health and beauty,33.81,3
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,1
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,1
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,1
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,1
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,1
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5
746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4
139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7
