AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,FREQUENT_ACCIDENT
26-39,female,0-9y,none,working class,0.435224778,before 2015,True,True,13000.0,0,0,0,False,Never
16-25,female,0-9y,high school,poverty,0.30822044,before 2015,False,False,13000.0,0,0,0,True,Never
65+,male,10-19y,high school,upper class,0.703088116,after 2015,False,True,14000.0,4,0,2,False,Rarely
40-64,male,10-19y,university,upper class,0.653193067,before 2015,True,True,,4,0,1,True,Rarely
65+,male,10-19y,university,upper class,0.51771986,after 2015,False,True,14000.0,0,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.380344535,before 2015,False,False,15000.0,0,0,0,True,Never
65+,male,0-9y,university,upper class,,after 2015,True,True,9000.0,0,0,0,False,Never
40-64,female,20-29y,none,working class,0.311110241,before 2015,False,False,13000.0,0,1,2,False,Rarely
26-39,female,10-19y,high school,middle class,0.679794908,before 2015,False,False,15000.0,1,0,0,True,Never
26-39,male,10-19y,high school,poverty,0.338803706,before 2015,True,False,11000.0,1,0,2,True,Rarely
65+,male,30y+,university,upper class,0.566322666,after 2015,True,True,8000.0,8,1,1,False,Rarely
65+,male,30y+,university,upper class,0.607265464,before 2015,True,True,,11,0,3,False,Often
16-25,male,0-9y,high school,working class,,after 2015,False,False,13000.0,0,0,0,True,Never
40-64,male,20-29y,university,middle class,0.619427799,before 2015,True,True,8000.0,6,1,6,False,Often
26-39,female,10-19y,none,working class,0.43172798,before 2015,True,True,13000.0,0,0,0,False,Never
16-25,male,0-9y,high school,working class,0.472336478,after 2015,True,False,15000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.638433854,after 2015,True,True,11000.0,2,1,10,False,Often
65+,male,0-9y,university,upper class,0.613758432,after 2015,True,True,11000.0,0,0,0,False,Never
16-25,female,0-9y,high school,poverty,0.298735914,before 2015,False,True,9000.0,0,0,0,True,Never
26-39,female,0-9y,high school,upper class,0.623879058,after 2015,True,True,16000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,,after 2015,True,True,7000.0,2,0,4,False,Often
26-39,male,0-9y,high school,middle class,0.47034227,before 2015,False,True,11000.0,0,0,0,True,Never
26-39,male,10-19y,high school,upper class,0.582305063,after 2015,True,True,7000.0,5,0,0,False,Never
26-39,male,10-19y,university,upper class,0.589379004,before 2015,True,True,9000.0,2,1,1,False,Rarely
16-25,female,0-9y,university,middle class,0.566000431,before 2015,False,True,11000.0,0,0,0,True,Never
26-39,female,10-19y,university,working class,0.496438423,before 2015,True,False,13000.0,0,0,1,True,Rarely
40-64,male,10-19y,university,upper class,0.826054026,after 2015,True,True,7000.0,0,1,6,False,Often
26-39,male,0-9y,high school,middle class,0.555426538,before 2015,True,False,8000.0,0,0,0,True,Never
40-64,female,0-9y,high school,upper class,0.561531032,before 2015,False,True,11000.0,0,0,0,True,Never
26-39,female,10-19y,high school,working class,0.59870359,before 2015,False,True,8000.0,1,0,0,False,Never
16-25,male,0-9y,none,poverty,0.371813067,before 2015,False,True,8000.0,0,0,0,True,Never
65+,female,30y+,university,upper class,0.63152013,before 2015,True,True,7000.0,1,0,2,False,Rarely
65+,male,30y+,none,upper class,0.550373686,before 2015,True,True,8000.0,8,4,0,False,Never
40-64,female,20-29y,high school,middle class,0.487646544,before 2015,True,True,,0,0,0,False,Never
40-64,male,20-29y,high school,upper class,0.583898596,after 2015,False,False,16000.0,0,1,1,False,Rarely
65+,female,20-29y,high school,upper class,0.617314598,after 2015,True,True,7000.0,3,0,1,False,Rarely
40-64,female,20-29y,none,middle class,0.487133471,before 2015,False,True,13000.0,0,0,0,False,Never
65+,male,30y+,high school,upper class,0.593756745,before 2015,True,True,10000.0,2,1,4,False,Often
16-25,female,0-9y,none,poverty,,before 2015,False,False,16000.0,0,0,0,True,Never
26-39,female,10-19y,none,working class,0.468795652,after 2015,False,True,,3,0,3,False,Often
16-25,male,0-9y,high school,poverty,0.305145078,before 2015,False,False,14000.0,0,0,0,False,Never
16-25,female,0-9y,high school,working class,0.490724054,before 2015,False,False,15000.0,0,0,0,True,Never
16-25,female,0-9y,university,working class,0.494818219,after 2015,False,False,16000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.577022405,after 2015,False,False,17000.0,1,0,0,False,Never
40-64,male,20-29y,high school,middle class,0.577813184,before 2015,False,False,12000.0,3,2,4,False,Often
16-25,male,0-9y,university,middle class,0.614739547,before 2015,False,False,12000.0,0,0,0,True,Never
65+,male,30y+,high school,upper class,0.605052542,after 2015,True,True,11000.0,8,0,3,False,Often
40-64,female,20-29y,none,working class,0.553114614,before 2015,True,True,9000.0,3,0,0,False,Never
16-25,female,0-9y,high school,poverty,,before 2015,False,True,8000.0,0,0,0,False,Never
16-25,male,0-9y,high school,middle class,,after 2015,False,True,12000.0,0,0,0,False,Never
40-64,female,10-19y,high school,upper class,0.570498625,before 2015,False,False,13000.0,0,0,0,False,Never
40-64,female,20-29y,none,middle class,0.380691051,before 2015,True,False,14000.0,2,0,1,True,Rarely
40-64,female,20-29y,university,upper class,0.500756586,after 2015,True,True,10000.0,4,0,1,False,Rarely
40-64,male,10-19y,high school,working class,0.509339705,after 2015,True,True,11000.0,4,0,3,False,Often
40-64,male,20-29y,university,upper class,0.599289234,after 2015,True,True,14000.0,0,1,5,False,Often
40-64,male,10-19y,high school,upper class,,after 2015,True,True,7000.0,1,0,1,False,Rarely
40-64,female,0-9y,university,middle class,0.49682865,before 2015,True,True,,0,0,0,True,Never
26-39,female,0-9y,none,poverty,,before 2015,False,True,17000.0,0,0,0,False,Never
16-25,male,0-9y,university,middle class,,before 2015,False,False,12000.0,0,0,0,True,Never
16-25,female,0-9y,none,poverty,0.347268454,before 2015,False,False,16000.0,0,0,0,False,Never
16-25,female,0-9y,none,poverty,0.348441608,before 2015,False,False,18000.0,0,0,0,True,Never
65+,female,10-19y,high school,middle class,0.463053588,after 2015,False,True,14000.0,0,0,0,False,Never
26-39,female,0-9y,none,poverty,0.295961492,before 2015,True,True,9000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.705379043,before 2015,False,True,12000.0,2,0,4,False,Often
26-39,male,10-19y,high school,middle class,,after 2015,False,True,13000.0,1,0,0,False,Never
26-39,male,10-19y,high school,middle class,0.589882191,before 2015,False,False,17000.0,3,0,1,False,Rarely
65+,female,10-19y,university,upper class,,before 2015,True,True,9000.0,1,1,0,False,Never
40-64,male,10-19y,university,upper class,0.632912532,before 2015,True,True,12000.0,1,0,0,False,Never
65+,female,0-9y,university,upper class,0.601812678,after 2015,True,True,,0,0,0,False,Never
16-25,female,0-9y,university,middle class,0.49355062,before 2015,False,True,10000.0,0,0,0,False,Never
40-64,female,10-19y,high school,middle class,,before 2015,False,True,10000.0,2,0,0,True,Never
26-39,male,10-19y,high school,middle class,0.383807902,before 2015,False,False,14000.0,3,0,2,True,Rarely
40-64,male,20-29y,high school,working class,0.41413377,before 2015,True,True,7000.0,5,1,1,False,Rarely
16-25,male,0-9y,university,poverty,0.217981843,after 2015,False,False,18000.0,0,0,0,False,Never
65+,female,30y+,university,upper class,0.634160729,before 2015,False,True,,5,1,1,False,Rarely
40-64,male,10-19y,none,poverty,0.375915772,before 2015,True,True,10000.0,3,1,2,False,Rarely
16-25,female,0-9y,none,poverty,0.381208268,before 2015,False,True,11000.0,0,0,0,True,Never
26-39,male,10-19y,university,upper class,0.55927274,before 2015,True,True,13000.0,4,0,1,False,Rarely
40-64,female,10-19y,university,upper class,0.601876689,before 2015,False,True,11000.0,2,0,1,False,Rarely
40-64,male,20-29y,high school,working class,0.486119394,after 2015,True,True,10000.0,3,1,3,False,Often
16-25,male,0-9y,none,poverty,0.352860562,before 2015,True,True,10000.0,0,0,0,True,Never
65+,female,20-29y,high school,upper class,0.66243828,before 2015,False,True,12000.0,3,1,0,False,Never
26-39,female,10-19y,high school,upper class,0.5095717,after 2015,False,True,10000.0,2,0,0,False,Never
40-64,female,10-19y,high school,upper class,0.546342838,before 2015,False,True,13000.0,1,0,1,False,Rarely
26-39,female,0-9y,high school,upper class,0.685035951,before 2015,False,True,12000.0,0,0,0,True,Never
65+,male,20-29y,university,upper class,0.553853151,before 2015,True,True,11000.0,3,1,5,False,Often
65+,male,30y+,high school,upper class,0.713619532,before 2015,True,True,11000.0,2,1,2,False,Rarely
26-39,female,10-19y,university,middle class,,before 2015,False,True,13000.0,1,0,1,False,Rarely
16-25,female,0-9y,none,poverty,0.359924499,before 2015,False,False,14000.0,0,0,0,False,Never
65+,female,30y+,none,upper class,0.696569716,after 2015,True,True,,7,0,5,False,Often
40-64,female,10-19y,none,middle class,,before 2015,False,True,10000.0,2,0,0,False,Never
16-25,female,0-9y,high school,working class,,before 2015,False,True,15000.0,0,0,0,True,Never
26-39,female,10-19y,high school,upper class,0.630426334,after 2015,True,True,11000.0,0,0,0,False,Never
26-39,female,10-19y,high school,middle class,0.541595591,before 2015,True,True,11000.0,1,0,0,True,Never
40-64,male,10-19y,high school,middle class,0.575788771,before 2015,False,True,,1,0,3,False,Often
40-64,male,20-29y,high school,middle class,0.505928954,before 2015,True,False,12000.0,3,0,7,False,Often
16-25,female,0-9y,high school,working class,0.479911057,before 2015,False,True,11000.0,0,0,0,True,Never
40-64,male,10-19y,university,upper class,0.689855748,after 2015,True,True,9000.0,1,0,1,False,Rarely
16-25,male,0-9y,university,working class,0.381787612,before 2015,False,False,13000.0,0,0,0,False,Never
26-39,male,0-9y,high school,poverty,0.286949142,before 2015,False,False,11000.0,0,0,0,True,Never
65+,male,20-29y,university,upper class,0.612133222,after 2015,False,True,11000.0,7,0,4,False,Often
16-25,male,0-9y,none,poverty,0.501104186,before 2015,False,True,14000.0,0,0,0,True,Never
40-64,female,0-9y,high school,upper class,0.588993112,before 2015,True,False,,0,0,0,False,Never
16-25,male,0-9y,university,working class,0.442300157,after 2015,False,True,,0,0,0,True,Never
26-39,male,10-19y,high school,working class,0.39840605,before 2015,True,True,11000.0,0,0,1,True,Rarely
65+,female,20-29y,high school,upper class,0.642693747,before 2015,False,True,10000.0,1,0,3,False,Often
16-25,male,0-9y,none,poverty,0.376817823,before 2015,False,True,15000.0,0,0,0,False,Never
26-39,male,0-9y,none,poverty,0.417409083,before 2015,False,False,13000.0,0,0,0,True,Never
16-25,female,0-9y,high school,poverty,0.456631987,before 2015,False,False,16000.0,0,0,0,True,Never
26-39,male,10-19y,none,poverty,0.399372168,before 2015,False,True,14000.0,0,0,3,True,Often
26-39,male,0-9y,none,working class,,after 2015,False,True,13000.0,0,0,0,False,Never
65+,male,20-29y,university,upper class,0.620475313,after 2015,False,False,20000.0,2,0,0,False,Never
26-39,female,10-19y,university,middle class,0.477638301,before 2015,False,True,8000.0,0,2,4,False,Often
40-64,female,0-9y,high school,upper class,0.843448968,after 2015,True,True,,0,0,0,False,Never
16-25,female,0-9y,high school,working class,0.390900098,before 2015,True,False,15000.0,0,0,0,True,Never
26-39,female,10-19y,high school,working class,0.520125246,before 2015,True,True,9000.0,3,0,2,False,Rarely
65+,female,30y+,high school,upper class,0.535485305,after 2015,True,True,11000.0,2,1,2,False,Rarely
26-39,female,0-9y,none,working class,0.453801827,before 2015,False,False,13000.0,0,0,0,True,Never
26-39,female,10-19y,high school,poverty,0.314845677,before 2015,False,False,10000.0,1,1,1,False,Rarely
26-39,male,0-9y,university,middle class,0.428080326,before 2015,True,True,7000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.649779352,after 2015,True,True,9000.0,1,1,2,False,Rarely
26-39,female,0-9y,university,upper class,0.557995143,after 2015,True,False,12000.0,0,0,0,False,Never
16-25,female,0-9y,high school,middle class,0.488143889,before 2015,True,False,10000.0,0,0,0,False,Never
26-39,female,10-19y,high school,middle class,0.584040325,before 2015,True,True,13000.0,1,0,2,True,Rarely
26-39,female,10-19y,high school,working class,0.370370455,before 2015,True,True,9000.0,1,0,0,False,Never
40-64,male,10-19y,high school,middle class,0.506211653,before 2015,True,False,11000.0,3,0,1,False,Rarely
16-25,female,0-9y,high school,middle class,0.667296957,after 2015,True,True,9000.0,0,0,0,False,Never
16-25,male,0-9y,high school,middle class,0.569855128,after 2015,True,False,11000.0,0,0,0,False,Never
40-64,male,0-9y,none,middle class,0.490067807,after 2015,False,True,,0,0,0,False,Never
26-39,male,10-19y,none,middle class,0.493118936,before 2015,False,False,11000.0,5,1,1,False,Rarely
16-25,male,0-9y,none,working class,0.187582353,before 2015,False,False,11000.0,0,0,0,True,Never
26-39,female,10-19y,university,middle class,0.594003409,before 2015,True,True,,0,0,3,False,Often
40-64,female,20-29y,university,upper class,0.60923943,after 2015,True,True,13000.0,0,1,2,False,Rarely
26-39,male,10-19y,university,middle class,0.328671664,after 2015,False,True,,3,0,1,False,Rarely
40-64,male,20-29y,university,upper class,0.599627455,before 2015,False,True,14000.0,3,0,3,False,Often
65+,male,0-9y,high school,upper class,0.489863607,after 2015,True,False,12000.0,0,0,0,False,Never
26-39,male,0-9y,university,upper class,0.652311526,after 2015,False,False,14000.0,0,0,0,True,Never
26-39,male,10-19y,high school,working class,0.358173999,after 2015,False,False,14000.0,3,0,2,False,Rarely
40-64,female,0-9y,none,poverty,0.417725758,before 2015,False,True,9000.0,0,0,0,True,Never
26-39,male,10-19y,high school,middle class,0.394977991,before 2015,False,False,15000.0,1,0,1,True,Rarely
26-39,female,10-19y,university,working class,,before 2015,False,True,14000.0,0,0,1,False,Rarely
26-39,male,10-19y,university,working class,0.491150523,before 2015,False,True,11000.0,2,0,1,True,Rarely
40-64,female,20-29y,none,poverty,0.507636107,before 2015,True,True,7000.0,6,0,0,False,Never
40-64,female,20-29y,high school,upper class,0.460263218,after 2015,False,True,11000.0,1,0,2,False,Rarely
40-64,male,10-19y,none,upper class,0.581998232,before 2015,True,True,11000.0,0,1,0,False,Never
16-25,female,0-9y,high school,working class,0.48425438,before 2015,False,False,17000.0,0,0,0,True,Never
40-64,female,20-29y,high school,middle class,0.600199681,before 2015,False,True,,1,0,0,False,Never
40-64,female,20-29y,university,upper class,0.623096553,before 2015,True,True,8000.0,3,2,4,False,Often
40-64,male,20-29y,university,upper class,0.609711032,after 2015,True,True,,5,0,4,False,Often
40-64,male,10-19y,university,upper class,0.611328818,before 2015,True,True,,4,0,4,False,Often
40-64,female,0-9y,high school,upper class,0.662837998,before 2015,False,False,14000.0,0,0,0,True,Never
16-25,female,0-9y,high school,poverty,0.287750013,before 2015,False,False,10000.0,0,0,0,False,Never
40-64,female,0-9y,university,upper class,0.727533129,before 2015,False,False,14000.0,0,0,0,True,Never
16-25,female,0-9y,high school,poverty,,before 2015,False,False,15000.0,0,0,0,False,Never
40-64,female,20-29y,high school,middle class,0.394313159,before 2015,True,True,12000.0,2,1,2,False,Rarely
40-64,male,10-19y,none,middle class,0.492103465,before 2015,False,True,15000.0,5,0,1,False,Rarely
26-39,male,10-19y,university,upper class,,after 2015,False,True,14000.0,0,1,2,False,Rarely
26-39,male,0-9y,university,upper class,0.430334645,before 2015,True,True,11000.0,0,0,0,False,Never
65+,male,30y+,high school,upper class,0.591509999,before 2015,True,True,11000.0,1,0,4,False,Often
26-39,male,0-9y,none,working class,0.159799758,before 2015,True,True,11000.0,0,0,0,True,Never
26-39,female,10-19y,high school,upper class,0.824605513,after 2015,False,False,14000.0,1,0,1,False,Rarely
40-64,male,10-19y,high school,working class,0.32999588,before 2015,False,False,,9,0,2,True,Rarely
40-64,male,20-29y,university,upper class,0.601877041,before 2015,True,True,,4,0,0,False,Never
26-39,female,10-19y,none,working class,0.413057603,before 2015,True,True,9000.0,0,0,1,False,Rarely
16-25,male,0-9y,none,poverty,0.209535566,before 2015,False,False,14000.0,0,0,0,True,Never
26-39,female,0-9y,university,middle class,0.623790077,before 2015,False,True,8000.0,0,0,0,True,Never
16-25,male,0-9y,university,working class,0.318362717,after 2015,False,False,12000.0,0,0,0,False,Never
26-39,male,10-19y,high school,poverty,0.307055098,before 2015,False,False,14000.0,3,0,2,False,Rarely
26-39,female,10-19y,university,upper class,0.550179149,before 2015,True,True,9000.0,0,0,0,False,Never
16-25,male,0-9y,high school,working class,0.477313148,before 2015,False,False,16000.0,0,0,0,True,Never
40-64,male,0-9y,high school,poverty,0.23774298,before 2015,False,True,9000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.65405679,before 2015,True,True,13000.0,2,0,2,False,Rarely
16-25,male,0-9y,none,working class,0.41923305,before 2015,False,False,12000.0,0,0,0,True,Never
26-39,female,0-9y,high school,middle class,0.503164163,before 2015,True,True,9000.0,0,0,0,True,Never
40-64,female,10-19y,high school,working class,0.314053439,before 2015,False,False,10000.0,1,0,1,False,Rarely
65+,female,30y+,university,upper class,0.674603851,after 2015,True,True,5000.0,3,0,2,False,Rarely
26-39,female,0-9y,university,upper class,0.585196754,before 2015,True,True,8000.0,0,0,0,False,Never
16-25,male,0-9y,high school,poverty,0.259522282,before 2015,False,False,11000.0,0,0,0,True,Never
40-64,female,20-29y,high school,middle class,0.659467954,before 2015,False,True,12000.0,0,1,1,False,Rarely
40-64,female,20-29y,university,middle class,0.600334149,before 2015,False,True,14000.0,1,0,3,False,Often
26-39,female,10-19y,university,upper class,0.766104878,after 2015,True,False,12000.0,1,0,0,False,Never
16-25,male,0-9y,none,poverty,0.327273335,after 2015,False,False,16000.0,0,0,0,False,Never
16-25,male,0-9y,none,poverty,0.347469738,before 2015,True,True,9000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,0.634988217,before 2015,False,True,12000.0,0,0,0,False,Never
16-25,female,0-9y,university,middle class,0.665804448,after 2015,False,False,11000.0,0,0,0,False,Never
65+,male,0-9y,university,upper class,0.591839906,before 2015,True,True,12000.0,0,0,0,False,Never
65+,female,30y+,high school,upper class,0.626451714,before 2015,False,True,8000.0,16,0,1,False,Rarely
26-39,female,0-9y,university,working class,0.468689297,after 2015,False,True,14000.0,0,0,0,True,Never
40-64,male,20-29y,high school,middle class,0.584600868,after 2015,False,True,,3,2,1,False,Rarely
40-64,female,20-29y,university,upper class,,after 2015,True,True,12000.0,0,0,1,False,Rarely
26-39,male,10-19y,university,upper class,0.576898632,after 2015,False,False,14000.0,3,0,2,False,Rarely
40-64,female,20-29y,high school,upper class,0.634752051,after 2015,False,True,13000.0,0,1,1,False,Rarely
65+,female,30y+,university,upper class,0.71401534,before 2015,True,True,11000.0,6,0,0,False,Never
16-25,female,0-9y,high school,working class,0.568904272,before 2015,False,False,14000.0,0,0,0,True,Never
16-25,male,0-9y,high school,working class,,before 2015,False,True,15000.0,0,0,0,True,Never
26-39,female,10-19y,none,working class,0.586952122,before 2015,True,True,8000.0,2,1,1,False,Rarely
26-39,male,10-19y,high school,middle class,0.539348671,before 2015,True,True,11000.0,1,0,0,False,Never
26-39,male,10-19y,university,working class,,before 2015,True,False,15000.0,1,0,1,False,Rarely
40-64,male,10-19y,none,upper class,0.542533471,before 2015,False,True,15000.0,1,0,3,False,Often
65+,female,30y+,university,upper class,0.510603256,after 2015,True,True,13000.0,3,0,3,False,Often
40-64,male,20-29y,high school,upper class,0.594094897,before 2015,False,True,7000.0,5,0,3,False,Often
40-64,male,20-29y,none,poverty,0.286830704,before 2015,False,True,8000.0,5,1,2,False,Rarely
40-64,female,0-9y,high school,upper class,0.77259222,before 2015,False,True,10000.0,0,0,0,False,Never
16-25,male,0-9y,high school,working class,,before 2015,False,True,11000.0,0,0,0,True,Never
16-25,male,0-9y,none,poverty,0.317197195,before 2015,False,True,16000.0,0,0,0,True,Never
26-39,male,10-19y,none,working class,0.489920599,before 2015,False,True,13000.0,3,0,1,False,Rarely
26-39,male,10-19y,university,upper class,0.432548336,after 2015,False,False,17000.0,0,0,2,False,Rarely
65+,female,30y+,high school,middle class,0.496958505,after 2015,False,True,9000.0,5,3,1,False,Rarely
65+,male,10-19y,university,upper class,0.435884155,after 2015,True,True,9000.0,6,0,1,False,Rarely
40-64,female,20-29y,high school,upper class,0.686613771,after 2015,False,False,11000.0,2,0,2,False,Rarely
26-39,female,10-19y,high school,poverty,0.427267879,before 2015,True,False,9000.0,1,0,0,True,Never
26-39,male,0-9y,university,middle class,0.542161043,after 2015,False,True,15000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,0.622947196,after 2015,True,True,9000.0,2,0,1,False,Rarely
40-64,female,20-29y,none,working class,,before 2015,False,False,19000.0,1,0,1,False,Rarely
26-39,male,10-19y,university,middle class,0.591306517,before 2015,True,False,,1,0,1,False,Rarely
40-64,male,20-29y,high school,upper class,0.638685893,after 2015,True,True,8000.0,7,1,3,False,Often
65+,female,0-9y,university,upper class,0.71638403,after 2015,True,True,11000.0,0,0,0,False,Never
26-39,female,0-9y,high school,upper class,0.561293546,after 2015,False,True,13000.0,0,0,0,False,Never
65+,male,20-29y,high school,upper class,0.33171266,before 2015,True,True,10000.0,5,0,3,False,Often
65+,male,20-29y,university,upper class,0.832648956,before 2015,True,True,10000.0,1,2,2,False,Rarely
16-25,female,0-9y,none,poverty,0.36153653,before 2015,False,False,15000.0,0,0,0,True,Never
40-64,female,20-29y,high school,middle class,0.620349788,before 2015,True,True,10000.0,3,0,2,False,Rarely
65+,male,30y+,university,middle class,0.561353084,before 2015,True,True,6000.0,8,0,9,False,Often
40-64,female,10-19y,high school,middle class,0.355050363,before 2015,True,True,,2,0,1,False,Rarely
65+,female,20-29y,high school,middle class,0.411143781,before 2015,False,True,14000.0,1,0,1,False,Rarely
26-39,female,0-9y,high school,upper class,0.57196604,after 2015,False,True,11000.0,0,0,0,False,Never
65+,male,20-29y,university,upper class,0.628756173,before 2015,True,True,7000.0,3,1,9,False,Often
26-39,female,10-19y,high school,middle class,0.539834939,before 2015,True,True,9000.0,1,0,0,False,Never
65+,female,30y+,high school,upper class,0.680985254,after 2015,True,True,12000.0,3,1,6,False,Often
16-25,female,0-9y,university,poverty,,before 2015,False,True,9000.0,0,0,0,False,Never
26-39,male,10-19y,high school,working class,0.373742853,before 2015,False,True,8000.0,1,0,3,False,Often
65+,female,30y+,high school,upper class,0.784731309,before 2015,True,False,13000.0,2,0,0,False,Never
26-39,female,10-19y,university,upper class,0.592690763,before 2015,False,True,15000.0,3,0,0,False,Never
26-39,male,10-19y,university,upper class,0.472408921,before 2015,False,True,11000.0,2,0,1,False,Rarely
26-39,male,10-19y,none,working class,0.397885334,before 2015,False,False,13000.0,2,1,0,True,Never
65+,male,30y+,university,upper class,0.572333791,after 2015,True,True,13000.0,4,0,5,False,Often
26-39,female,10-19y,high school,middle class,0.526747339,after 2015,False,True,14000.0,0,0,0,False,Never
26-39,female,10-19y,high school,middle class,0.588707992,before 2015,False,True,16000.0,1,0,1,False,Rarely
65+,female,30y+,university,upper class,0.714917825,before 2015,True,True,8000.0,4,0,2,False,Rarely
40-64,female,0-9y,university,upper class,0.465450684,after 2015,True,True,11000.0,0,0,0,False,Never
26-39,male,10-19y,high school,middle class,0.565684597,before 2015,False,True,16000.0,0,1,0,False,Never
40-64,male,20-29y,university,middle class,0.700976866,before 2015,False,True,11000.0,4,0,4,False,Often
65+,female,10-19y,university,upper class,0.636154312,before 2015,True,True,9000.0,0,0,0,False,Never
65+,female,30y+,none,upper class,0.70599862,before 2015,True,True,8000.0,0,0,1,False,Rarely
16-25,male,0-9y,none,working class,0.478030459,before 2015,False,False,16000.0,0,0,0,True,Never
16-25,female,0-9y,none,poverty,0.334965206,before 2015,False,True,,0,0,0,True,Never
16-25,male,0-9y,high school,middle class,,before 2015,False,False,13000.0,0,0,0,False,Never
26-39,female,10-19y,university,upper class,0.437534676,before 2015,True,True,9000.0,1,0,1,False,Rarely
26-39,male,0-9y,high school,middle class,0.470940231,before 2015,False,True,14000.0,0,0,0,False,Never
40-64,female,0-9y,university,upper class,0.693003787,after 2015,True,True,7000.0,0,0,0,False,Never
40-64,female,10-19y,high school,upper class,0.73277081,before 2015,True,True,11000.0,0,0,0,False,Never
16-25,male,0-9y,high school,poverty,0.354728554,before 2015,False,True,9000.0,0,0,0,True,Never
16-25,female,0-9y,high school,middle class,0.672215789,after 2015,False,False,17000.0,0,0,0,False,Never
40-64,female,20-29y,high school,middle class,,before 2015,True,True,12000.0,0,1,3,False,Often
65+,female,10-19y,high school,upper class,0.582437824,before 2015,False,True,11000.0,1,1,0,False,Never
16-25,female,0-9y,high school,working class,0.406241341,before 2015,False,False,15000.0,0,0,0,True,Never
40-64,female,20-29y,none,upper class,,after 2015,False,True,10000.0,3,0,1,False,Rarely
26-39,male,0-9y,high school,working class,0.528242678,before 2015,False,True,13000.0,0,0,0,True,Never
40-64,female,0-9y,university,upper class,,after 2015,False,True,13000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,0.63042719,before 2015,True,True,10000.0,4,1,4,False,Often
40-64,male,10-19y,university,upper class,0.613834436,after 2015,False,False,15000.0,2,0,0,False,Never
16-25,male,0-9y,university,upper class,0.616109811,before 2015,False,True,14000.0,0,0,0,True,Never
16-25,female,0-9y,university,upper class,0.663294851,before 2015,False,False,15000.0,0,0,0,True,Never
26-39,female,10-19y,high school,upper class,0.713974629,before 2015,False,True,11000.0,0,0,0,False,Never
16-25,female,0-9y,none,poverty,0.471240913,before 2015,False,False,12000.0,0,0,0,True,Never
16-25,male,0-9y,university,working class,0.525150302,before 2015,False,True,8000.0,0,0,0,True,Never
40-64,female,10-19y,university,upper class,0.677134135,before 2015,True,True,7000.0,5,0,0,False,Never
26-39,female,10-19y,university,upper class,0.589938196,after 2015,True,True,8000.0,1,0,3,False,Often
16-25,female,0-9y,university,working class,0.314760333,before 2015,False,False,13000.0,0,0,0,True,Never
65+,female,30y+,high school,upper class,,after 2015,False,True,11000.0,5,0,4,False,Often
65+,male,10-19y,high school,upper class,0.721452387,before 2015,True,True,13000.0,1,0,1,True,Rarely
26-39,male,10-19y,none,working class,0.575609703,before 2015,False,True,12000.0,3,1,4,True,Often
26-39,male,0-9y,university,working class,0.250091702,before 2015,False,True,16000.0,0,0,0,True,Never
26-39,male,10-19y,high school,middle class,0.410066848,before 2015,True,True,12000.0,1,0,3,False,Often
40-64,female,20-29y,none,middle class,0.393943139,after 2015,False,True,12000.0,2,1,0,False,Never
65+,female,30y+,university,upper class,0.636612017,before 2015,False,False,13000.0,4,0,0,False,Never
16-25,female,0-9y,university,upper class,0.622657979,before 2015,False,False,16000.0,0,0,0,False,Never
65+,male,10-19y,university,upper class,0.592550042,after 2015,True,True,9000.0,3,0,6,False,Often
26-39,male,10-19y,high school,upper class,0.696136174,after 2015,False,True,13000.0,3,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.329075881,before 2015,False,False,17000.0,0,0,0,True,Never
40-64,male,20-29y,high school,upper class,0.529758588,after 2015,True,False,11000.0,6,0,2,False,Rarely
40-64,male,20-29y,high school,working class,0.335465047,before 2015,False,False,16000.0,2,1,0,True,Never
65+,female,30y+,high school,middle class,0.618378258,before 2015,True,True,11000.0,4,0,2,False,Rarely
40-64,female,20-29y,high school,middle class,0.498070135,before 2015,True,True,10000.0,1,2,2,False,Rarely
40-64,male,10-19y,university,middle class,0.380356029,before 2015,True,True,8000.0,2,0,2,True,Rarely
65+,female,10-19y,high school,upper class,0.564645292,after 2015,False,False,,0,0,0,False,Never
40-64,male,20-29y,none,poverty,,before 2015,False,False,16000.0,3,0,3,False,Often
40-64,female,0-9y,none,working class,0.285811016,after 2015,False,True,8000.0,0,0,0,False,Never
65+,male,20-29y,university,upper class,0.63402128,before 2015,False,True,9000.0,3,1,1,False,Rarely
65+,female,10-19y,university,upper class,0.474023155,before 2015,True,True,8000.0,0,0,0,False,Never
